	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expression_lfc	logBaseMean
YDR113C	171.76463286	-0.608240572028	0.262341796683	-2.31850425559	0.0204219319481	0.0518755243318	-0.608240572028	2.23493374544
YDR119W-A	10.6101172056	-1.96657854385	0.624711510973	-3.14797872187	0.00164403660201	0.00604667318574	-1.96657854385	1.0257201814
YDR122W	253.541921305	-1.41508700843	0.242205407996	-5.84250789499	5.14207487219e-09	7.27924974095e-08	-1.41508700843	2.40404977703
YDR124W	66.8169032178	-1.69029890692	0.381523653208	-4.43039086228	9.40624426804e-06	6.46426597232e-05	-1.69029890692	1.8248863434
YDR125C	75.291193206	-1.19138470913	0.373983065332	-3.18566485911	0.00144421793086	0.00541059177959	-1.19138470913	1.87674417984
YDR126W	87.3190280237	-0.806238079057	0.326936484258	-2.46603887262	0.0136616507119	0.0369844289193	-0.806238079057	1.94110889279
YDR127W	810.742588775	0.997523704779	0.193987415987	5.14220832162	2.71527793848e-07	2.63332004579e-06	0.997523704779	2.90888298736
YDR135C	787.434878481	-0.695907647423	0.226183692604	-3.07673660913	0.00209280134994	0.00746487410649	-0.695907647423	2.89621464743
YDR141C	397.13755211	0.75092440613	0.215708192307	3.48120485411	0.000499163565998	0.00216556515943	0.75092440613	2.59894095456
YDR143C	412.418588332	1.13070478369	0.214609162935	5.26866965149	1.37416006403e-07	1.41744480229e-06	1.13070478369	2.61533823136
YDR144C	735.722628904	0.720442950052	0.223576559618	3.22235457637	0.00127141688061	0.00484332316958	0.720442950052	2.86671411401
YDR145W	245.62437245	-0.602143858914	0.239283381773	-2.51644662681	0.0118544853659	0.0327943931039	-0.602143858914	2.39027145813
YDR146C	200.545183358	-0.942535090999	0.259260119481	-3.63548043134	0.00027746305645	0.00131041631178	-0.942535090999	2.30221223567
YDR148C	469.549944815	0.426721916414	0.203759436141	2.09424370472	0.0362382763321	0.0835771192794	0.426721916414	2.67168179384
YDR156W	211.724841955	0.689853778473	0.251113111127	2.74718343211	0.00601095057169	0.0182851299987	0.689853778473	2.32577181735
YDR161W	560.015108755	0.642465496727	0.205953680203	3.11946596969	0.00181179187916	0.00658348974271	0.642465496727	2.74819974408
YDR164C	308.978842303	-0.552669060172	0.229298470904	-2.41026055688	0.0159411313178	0.0420048423867	-0.552669060172	2.48992874161
YDR165W	1103.22993966	0.728278898921	0.187964839055	3.87454857293	0.000106822535817	0.000561050535943	0.728278898921	3.04266603929
YDR166C	393.289821997	0.569588328507	0.213372142726	2.66945966436	0.00759733976648	0.0225431981281	0.569588328507	2.59471270739
YDR169C	166.849050954	-0.644465215033	0.277830133232	-2.31963756967	0.0203604916852	0.0517436338481	-0.644465215033	2.22232374071
YDR171W	248.082825176	-1.87917757251	0.258159055342	-7.27914645497	3.35938830776e-13	8.86487128203e-12	-1.87917757251	2.39459669902
YDR172W	1728.52654316	0.724206143284	0.191583233667	3.78011232728	0.000156757621797	0.000788283470943	0.724206143284	3.23767605293
YDR174W	1120.26159241	-0.495650461871	0.189291891846	-2.61844528595	0.00883314557468	0.0256912677068	-0.495650461871	3.04931944667
YDR179W-A	162.440348878	-0.627690070577	0.268387167094	-2.33874844827	0.019348456152	0.0495189301518	-0.627690070577	2.21069391357
YDR180W	182.516068546	0.612139462837	0.272159242326	2.24919593987	0.02450003268	0.0602361726134	0.612139462837	2.26130110536
YDR181C	176.817277629	-0.746717289964	0.2643433642	-2.8248005855	0.00473100499763	0.0149957686106	-0.746717289964	2.24752469966
YDR184C	351.614434893	1.63921925213	0.223324495848	7.34007814908	2.13469173169e-13	5.74464567004e-12	1.63921925213	2.54606669594
YDR185C	64.5191675177	-1.03096795488	0.370638328025	-2.7816010297	0.00540914916871	0.0167544928097	-1.03096795488	1.80968875511
YDR188W	1049.85706049	1.0662622082	0.183626133767	5.80670183662	6.37154533444e-09	8.9037841743e-08	1.0662622082	3.02113017329
YDR193W	5.30389148197	-1.4141456984	0.651802134123	-2.16959353824	0.0300376513328	0.0713656786035	-1.4141456984	0.724594629789
YDR194C	627.423212142	1.460636324	0.223631361329	6.53144673144	6.5137389826e-11	1.26009555549e-09	1.460636324	2.79756058181
YDR202C	148.393579256	-1.18249480494	0.290006109886	-4.07748238616	4.55259775327e-05	0.000268999145509	-1.18249480494	2.17141511015
YDR204W	236.90866894	-0.793309928724	0.24605397775	-3.22412966447	0.00126356172301	0.00482015545702	-0.793309928724	2.37458095268
YDR205W	342.178892302	0.612136979479	0.227377062588	2.69216680219	0.00709894306175	0.021285082451	0.612136979479	2.53425321608
YDR206W	669.544812688	0.493085301934	0.195605122542	2.52081998429	0.0117081732182	0.0324557009761	0.493085301934	2.82577964969
YDR208W	501.132683843	0.436523488039	0.208536391139	2.09327247708	0.0363248380956	0.0837412298081	0.436523488039	2.69995272833
YDR212W	1199.72056583	0.750622491771	0.183355626105	4.09380670621	4.24348111063e-05	0.000251829293858	0.750622491771	3.07908010367
YDR213W	202.992673671	0.850475938575	0.25768543032	3.30044247173	0.000965325021068	0.00382471342167	0.850475938575	2.30748036382
YDR214W	956.387388852	0.902288892831	0.192354370645	4.69076366607	2.72187222813e-06	2.14436194668e-05	0.902288892831	2.98063384077
YDR218C	25.2858055359	1.39913587545	0.508283946776	2.75266587569	0.00591121920341	0.018022090628	1.39913587545	1.40287679361
YDR219C	200.362895961	-0.678737001803	0.28060201133	-2.41886007369	0.0155692279458	0.0412046363746	-0.678737001803	2.30181730017
YDR223W	112.397400278	-2.18976217459	0.322571992906	-6.78844482085	1.1334871537e-11	2.47455267771e-10	-2.18976217459	2.05075626623
YDR224C	1959.46568647	-0.393613744134	0.195018702952	-2.01833843717	0.043556026195	0.0967595252946	-0.393613744134	3.29213766266
YDR225W	2029.07230697	-0.609765617652	0.182187794153	-3.34690707731	0.000817185981776	0.00333084668264	-0.609765617652	3.3072975236
YDR226W	1504.09624111	0.755513124654	0.181386924045	4.16520170145	3.11077417818e-05	0.000191508136269	0.755513124654	3.17727562591
YDR229W	194.882757696	-1.04094154859	0.260081494042	-4.0023668444	6.27119630148e-05	0.000355322040809	-1.04094154859	2.2897734165
YDR232W	619.002871612	2.25771544038	0.21150562349	10.674493676	1.33985961312e-26	1.6553356493e-24	2.25771544038	2.79169266376
YDR238C	1130.78308493	0.764694578554	0.188488671305	4.05697898585	4.9711552841e-05	0.000292458875805	0.764694578554	3.05337930338
YDR251W	483.837329347	-0.461512052484	0.226277641979	-2.03958309114	0.04139186759	0.0927052584121	-0.461512052484	2.6846993723
YDR252W	42.9534050929	-0.974579855268	0.448308435051	-2.17390479204	0.0297122860973	0.0708403452741	-0.974579855268	1.63299759784
YDR253C	78.7248573208	-0.726893821334	0.34411503624	-2.1123570457	0.034655836338	0.0805081736468	-0.726893821334	1.8961118822
YDR262W	181.603952301	-1.26982474068	0.273205923023	-4.6478668055	3.3538535153e-06	2.57144537506e-05	-1.26982474068	2.25912529597
YDR263C	59.1199967372	-0.806316468105	0.392307157375	-2.05531928987	0.0398481753536	0.0900684745206	-0.806316468105	1.77173440142
YDR264C	655.89021252	-0.419440924964	0.20488116282	-2.04724006439	0.0406345194707	0.0915034166706	-0.419440924964	2.81683115022
YDR265W	202.089238454	-0.59003742262	0.255920122404	-2.30555306507	0.0211356184187	0.0533642460399	-0.59003742262	2.30554318732
YDR268W	182.155828991	-0.901756832659	0.275296230067	-3.2755872917	0.00105442523195	0.00410591372558	-0.901756832659	2.26044307323
YDR270W	137.468648176	0.850784110953	0.279072778148	3.04861017473	0.00229902594258	0.00808376780327	0.850784110953	2.13820366197
YDR272W	169.954939901	-1.60255473106	0.351221977582	-4.56279741401	5.04765152878e-06	3.72776738422e-05	-1.60255473106	2.23033379228
YDR274C	11.9695649081	-1.85402574754	0.617144039416	-3.00420263201	0.00266277915957	0.00916711052022	-1.85402574754	1.07807836415
YDR279W	174.596313477	-0.893566416401	0.263455603069	-3.39171536301	0.00069456553914	0.00289322472856	-0.893566416401	2.24203506953
YDR281C	11.8278886121	-1.67029544946	0.622918069928	-2.68140471451	0.00733137899705	0.0219336137743	-1.67029544946	1.07290722595
YDR283C	410.338876765	0.771267243043	0.209908148863	3.67430824969	0.000238494671065	0.00114730710789	0.771267243043	2.61314266531
YDR285W	78.1793444012	-0.946868329001	0.341672891409	-2.77127144942	0.00558378560508	0.0171876888727	-0.946868329001	1.89309202419
YDR287W	122.394205647	-0.740254737681	0.299426516541	-2.47224175812	0.0134268681691	0.036439568331	-0.740254737681	2.08776085805
YDR288W	159.392499559	-0.815997367755	0.273717484936	-2.98116639478	0.00287152721423	0.00980503890487	-0.815997367755	2.20246788119
YDR289C	131.486516972	1.29605584026	0.284649098984	4.55317035918	5.28434462771e-06	3.87661233417e-05	1.29605584026	2.11888122123
YDR293C	694.505363549	0.42938064056	0.19309911008	2.22362827246	0.0261734647362	0.0638330320676	0.42938064056	2.84167560407
YDR299W	522.98172077	0.986308118986	0.213577819338	4.61802691891	3.87406007027e-06	2.91681309446e-05	0.986308118986	2.71848650969
YDR300C	472.642168859	0.631831367511	0.206909147657	3.05366570142	0.00226063838228	0.00797975990007	0.631831367511	2.67453246653
YDR301W	254.639809157	0.693899277778	0.236724564767	2.93125167834	0.00337599150242	0.0112934706506	0.693899277778	2.40592630012
YDR306C	259.380687521	-1.11385890022	0.253739623897	-4.38977122734	1.13469971411e-05	7.64340476569e-05	-1.11385890022	2.41393763707
YDR308C	83.052410216	-0.844942712379	0.337492030642	-2.50359307973	0.0122939338038	0.0337353983633	-0.844942712379	1.91935224038
YDR309C	217.54941043	0.903827465089	0.268233991335	3.36954858179	0.000752914175267	0.00310770042274	0.903827465089	2.33755791067
YDR310C	461.141424437	0.519076752923	0.20525079286	2.52898780896	0.011439200047	0.0318726250413	0.519076752923	2.66383413674
YDR319C	152.273525318	-0.6393160484	0.284112221416	-2.25022367997	0.0244347498337	0.0601028507222	-0.6393160484	2.1826244023
YDR323C	146.259127549	-0.670397856047	0.284235853067	-2.35859709045	0.018344160459	0.0473948936574	-0.670397856047	2.16512297848
YDR324C	836.591635313	1.06159623396	0.206454007936	5.14204710566	2.71760953953e-07	2.63332004579e-06	1.06159623396	2.92251351796
YDR325W	300.630402311	0.977679047668	0.250802549646	3.89820218754	9.69094881885e-05	0.0005159647187	0.977679047668	2.47803289803
YDR326C	330.307054921	0.740409159566	0.239274168196	3.09439654581	0.00197213700237	0.00711382663893	0.740409159566	2.51891784974
YDR329C	226.860967691	-0.805562812655	0.24870751285	-3.23899669705	0.00119950962543	0.00459192558018	-0.805562812655	2.35575978026
YDR330W	219.882239021	-0.610318999934	0.25244573432	-2.41762453059	0.0156221874181	0.0413045772396	-0.610318999934	2.34219015066
YDR331W	353.966301528	1.2924187411	0.226439951578	5.70755616266	1.14609809265e-08	1.52700716461e-07	1.2924187411	2.54896191808
YDR334W	174.63465191	0.960502442368	0.295798335582	3.24715296481	0.00116565722845	0.00447810084371	0.960502442368	2.24213042288
YDR338C	237.223133221	-0.785153571706	0.240593087714	-3.26340868379	0.00110080652557	0.00426513490591	-0.785153571706	2.37515703773
YDR339C	448.561952153	1.30559679782	0.23916364769	5.45901022345	4.78796193714e-08	5.5972819549e-07	1.30559679782	2.65182243315
YDR341C	2228.64304802	0.942919222781	0.184365376531	5.11440510428	3.14731262742e-07	3.01211116948e-06	0.942919222781	3.34804051501
YDR346C	922.166219184	0.558502949472	0.184045305613	3.03459492005	0.00240858949691	0.00841458387224	0.558502949472	2.96480920909
YDR347W	281.61701212	0.589261516591	0.230159885214	2.56022684424	0.0104603859363	0.0295851498177	0.589261516591	2.44965888643
YDR348C	395.487446493	-0.711596579298	0.21329812911	-3.33615949782	0.000849444142696	0.00344311502456	-0.711596579298	2.59713270274
YDR349C	652.382671183	0.400754112419	0.199332116629	2.01048440762	0.0443799448582	0.0983487078064	0.400754112419	2.81450241664
YDR350C	318.055075556	-2.12026932038	0.24876888725	-8.5230486168	1.55407514042e-17	7.41048461697e-16	-2.12026932038	2.50250233048
YDR351W	395.53022333	-0.502507701083	0.214061837022	-2.34748850179	0.0189004565082	0.048555237041	-0.502507701083	2.59717967449
YDR354W	359.12115381	-0.752373913369	0.217729592032	-3.45554275075	0.00054918609342	0.00235998071449	-0.752373913369	2.55524098773
YDR356W	112.304000147	1.14466327836	0.361220304442	3.16887856048	0.00153028319922	0.00568600100544	1.14466327836	2.05039522564
YDR358W	198.833187012	-1.05364836307	0.26248562816	-4.01411829844	5.96684168403e-05	0.000342727635202	-1.05364836307	2.29848887369
YDR359C	212.645673129	0.886964506189	0.245315083324	3.61561341509	0.000299637252593	0.00140295271757	0.886964506189	2.3276565502
YDR361C	429.795807977	1.15463108379	0.218661866303	5.2804409992	1.28873319968e-07	1.3420600907e-06	1.15463108379	2.63326217528
YDR365C	638.326075985	0.943058809874	0.270126885684	3.49116974227	0.0004809106132	0.00210147113614	0.943058809874	2.80504258597
YDR367W	378.405349355	0.478959404736	0.22717598695	2.10831880238	0.0350034226354	0.0811076749557	0.478959404736	2.57795726721
YDR371W	215.127528514	-0.623369167583	0.249652154992	-2.49695087792	0.0125266307861	0.0342559656305	-0.623369167583	2.33269598787
YDR374C	17.1462783429	2.58888631043	0.586821514023	4.41170994683	1.02557442771e-05	6.98624384591e-05	2.58888631043	1.23416986954
YDR377W	182.458086482	0.918274664564	0.274649607656	3.34344065663	0.000827463897475	0.00336683663673	0.918274664564	2.26116311592
YDR380W	2017.99872477	1.40664916369	0.25130932149	5.59728208787	2.17738271013e-08	2.7272470996e-07	1.40664916369	3.30492088746
YDR381W	1072.30643296	0.528290374184	0.189903195358	2.78189302285	0.00540428507329	0.0167489701587	0.528290374184	3.03031891141
YDR382W	5424.79586112	1.01327316203	0.240164915002	4.21907239039	2.45309506678e-05	0.00015487833662	1.01327316203	3.73438340002
YDR383C	64.9163975443	-1.28685459677	0.389183138048	-3.30655280499	0.000944515464327	0.00376150508289	-1.28685459677	1.81235441118
YDR387C	320.268785308	-0.937147097551	0.232869702057	-4.02434103394	5.71350718324e-05	0.000329359756607	-0.937147097551	2.50551461263
YDR388W	934.33054279	-0.632491617329	0.190233090057	-3.32482438854	0.000884742435042	0.00356256287177	-0.632491617329	2.97050054595
YDR389W	200.332889724	0.756686317594	0.258054239335	2.93227625147	0.00336487289162	0.0112632075362	0.756686317594	2.3017522556
YDR391C	139.735866684	-0.81819063038	0.291756243973	-2.80436373611	0.00504159931787	0.015796042589	-0.81819063038	2.1453078929
YDR395W	1545.94419083	1.17263966505	0.177009237208	6.62473712414	3.4786668073e-11	7.05598237481e-10	1.17263966505	3.18919381167
YDR398W	1242.89037594	1.5801473136	0.187210908342	8.44046603692	3.16074886608e-17	1.40834678984e-15	1.5801473136	3.09443282516
YDR399W	1053.64484297	1.58723418616	0.191362157627	8.2943995085	1.09135092247e-16	4.46058918387e-15	1.58723418616	3.02269424586
YDR406W	168.156576621	-1.10858103721	0.335617043705	-3.30311305102	0.000956178312576	0.00379955066313	-1.10858103721	2.22571385728
YDR409W	174.010978638	0.945516215145	0.263461324423	3.58882358622	0.0003321735155	0.00153545512777	0.945516215145	2.2405766495
YDR412W	186.777875212	0.840273390621	0.281681774843	2.98305913149	0.00285382852442	0.00975686280424	0.840273390621	2.27132543055
YDR416W	453.694835727	0.562937344256	0.212699215541	2.64663573312	0.0081296872204	0.0238494224124	0.562937344256	2.65676383585
YDR423C	215.161046649	-0.816801161601	0.248905091085	-3.28157675699	0.001032284243	0.00403995474798	-0.816801161601	2.33276364824
YDR425W	151.897369416	-0.933883476572	0.31923792302	-2.92535256381	0.00344066170274	0.0114745012369	-0.933883476572	2.18155025274
YDR428C	155.953100577	-0.921352929094	0.286573744224	-3.21506400243	0.00130415441249	0.00495481772855	-0.921352929094	2.19299401359
YDR429C	1114.11294553	0.819165416488	0.21577299883	3.79642226289	0.000146799367148	0.000743710493773	0.819165416488	3.04692922058
YDR430C	527.323646432	0.950671460601	0.219032527919	4.34032090865	1.42274784425e-05	9.37461488648e-05	0.950671460601	2.72207724655
YDR436W	190.785867744	-0.793512409541	0.258720041442	-3.0670697373	0.00216168418286	0.00767532019466	-0.793512409541	2.28054620167
YDR441C	90.5569324996	-1.39678552559	0.329924817713	-4.23364794221	2.29930801982e-05	0.000145676438179	-1.39678552559	1.95692170292
YDR449C	728.836937708	0.825828053259	0.195210299184	4.23045329428	2.3322086553e-05	0.000147417281979	0.825828053259	2.86263037472
YDR451C	321.780555999	-0.687096766728	0.234749067651	-2.92694140856	0.00342313362902	0.0114230536571	-0.687096766728	2.50755979776
YDR452W	749.688460771	0.820143481113	0.224661899179	3.65056773806	0.000261661288229	0.00124771119545	0.820143481113	2.87488082622
YDR456W	439.449954811	-0.68816103332	0.21272923797	-3.23491514325	0.00121678887685	0.00465479545009	-0.68816103332	2.64290942415
YDR457W	576.252364284	0.579603841164	0.225640883102	2.56870046419	0.0102080650854	0.0289921848506	0.579603841164	2.76061272025
YDR461C-A	8.50151704837	-1.95249618478	0.644625550873	-3.02888426022	0.00245458700206	0.00854233991242	-1.95249618478	0.929496430061
YDR464W	270.061238508	1.19993624989	0.331434371757	3.62043394453	0.00029410933199	0.00137944635781	1.19993624989	2.43146225501
YDR465C	478.492630237	1.31602871929	0.212310813624	6.19859486581	5.69694642084e-10	9.52880022883e-09	1.31602871929	2.67987525314
YDR470C	305.332872633	0.681206897356	0.224827878256	3.02990404322	0.00244631447793	0.00852446506541	0.681206897356	2.48477356367
YDR471W	1515.38136988	0.797192457175	0.201063434669	3.96488032987	7.34327776426e-05	0.000406084007391	0.797192457175	3.18052194372
YDR472W	461.746931289	-0.665203224691	0.217670672343	-3.0560075803	0.00224305584999	0.00792799193792	-0.665203224691	2.66440401786
YDR475C	255.807888756	-0.847213045507	0.265327972007	-3.19307850996	0.00140764669339	0.00530281872851	-0.847213045507	2.40791393338
YDR479C	263.726259933	-1.28300457185	0.240776080439	-5.3286213876	9.89610471592e-08	1.05896112669e-06	-1.28300457185	2.42115337582
YDR481C	1035.33800962	-1.93878224465	0.200087730202	-9.68966084374	3.33634719342e-22	2.45086261398e-20	-1.93878224465	3.01508215825
YDR483W	1531.83578018	-0.403758826123	0.176203195148	-2.29143873234	0.0219380515825	0.055095075063	-0.403758826123	3.18521220943
YDR484W	236.401708844	-0.593471500674	0.276333377725	-2.14766491678	0.0317403843176	0.0747253049592	-0.593471500674	2.37365061154
YDR488C	77.5039825348	0.920400137305	0.339357914022	2.71218114938	0.00668420531703	0.0201750916732	0.920400137305	1.88932401926
YDR495C	147.963531078	-0.721254764257	0.28404205606	-2.53925342698	0.0111089320837	0.0310422540178	-0.721254764257	2.17015468699
YDR496C	1132.6791327	1.00976658284	0.18543553794	5.44537791437	5.16955103807e-08	5.99182930553e-07	1.00976658284	3.05410689959
YDR498C	231.689597621	-0.676512684985	0.241471145161	-2.8016295054	0.0050845228905	0.0159030301685	-0.676512684985	2.36490653531
YDR500C	2360.81227607	0.814835661853	0.222093424773	3.66888692309	0.000243608791043	0.00116983868207	0.814835661853	3.3730614548
YDR502C	1199.68605233	1.51731709775	0.179827121308	8.43764325823	3.23800131518e-17	1.43103863003e-15	1.51731709775	3.07906760973
YDR506C	54.7177475774	-1.87247172611	0.417716721919	-4.48263530726	7.37268658127e-06	5.21169366135e-05	-1.87247172611	1.73812821161
YDR507C	400.309673164	1.00343261398	0.28237630302	3.55352982262	0.000380098098401	0.0017232804528	1.00343261398	2.60239608461
YDR508C	2186.9787367	0.643345954759	0.174274487628	3.69156704182	0.000222876630328	0.00107885784725	0.643345954759	3.33984456055
YDR512C	48.2987190628	1.54847288546	0.403800578785	3.83474657248	0.000125693824807	0.000648880941739	1.54847288546	1.68393561292
YDR513W	367.706520093	-0.8648060661	0.226848593879	-3.81226108266	0.000137701310417	0.000703519100964	-0.8648060661	2.56550133075
YDR514C	238.517717928	0.817020522335	0.238455015724	3.42630881491	0.000611844319965	0.00259235052481	0.817020522335	2.37752064548
YDR515W	108.540765172	1.45994448218	0.31291603318	4.66561098626	3.07701354881e-06	2.39116392619e-05	1.45994448218	2.03559287887
YDR516C	333.594320334	-1.15854496535	0.235037712651	-4.92918754309	8.25722807284e-07	7.27492573808e-06	-1.15854496535	2.52321864787
YDR527W	403.677150236	0.428507052417	0.213966682902	2.002681196	0.0452115183914	0.0999470573306	0.428507052417	2.60603416728
YDR529C	276.066387362	0.750079150015	0.243099114701	3.08548696665	0.00203219130383	0.00727733328564	0.750079150015	2.44101353206
YDR530C	208.158637542	-0.653624221111	0.253625799337	-2.57712039872	0.00996272421895	0.0283843652276	-0.653624221111	2.31839443665
YDR533C	279.46303653	-3.02596103695	0.575866739217	-5.25462026348	1.48330195209e-07	1.5099680546e-06	-3.02596103695	2.44632437361
YDR538W	206.927210129	1.00330131229	0.255825576943	3.92181784274	8.78834222689e-05	0.000473534462493	1.00330131229	2.31581760247
YDR539W	458.401023281	0.778308352891	0.214265658441	3.63244562173	0.000280747750996	0.0013236294661	0.778308352891	2.66124557843
YDR541C	115.792288191	-1.17127282614	0.304977595853	-3.84052088438	0.000122773526478	0.000635616085651	-1.17127282614	2.06367963618
YEL001C	663.435981051	0.822641520304	0.200321466973	4.10660690907	4.01513668225e-05	0.000240377566131	0.822641520304	2.82179902152
YEL003W	122.195390901	1.05920460088	0.291304338225	3.63607561541	0.000276823103986	0.00130853077675	1.05920460088	2.08705482502
YEL011W	229.360321915	-1.95353692373	0.258429206748	-7.55927299517	4.05328405031e-14	1.21732884517e-12	-1.95353692373	2.36051828949
YEL013W	514.308026124	0.488486559601	0.21440925386	2.27829046932	0.0227092771271	0.0565495329651	0.488486559601	2.71122330183
YEL014C	40.7148045329	1.37017625831	0.446620279623	3.0678773912	0.00215585051775	0.00766461963015	1.37017625831	1.60975235414
YEL018W	75.12133756	-1.25592936614	0.353297727334	-3.55487530481	0.000378158386751	0.00171735086915	-1.25592936614	1.87576331208
YEL019C	72.9512280116	0.984295157184	0.35161762682	2.79933394149	0.00512081480628	0.0160073313899	0.984295157184	1.86303260691
YEL020C	145.202220852	-1.13185416928	0.309504305955	-3.65699005636	0.000255194276122	0.00121901237698	-1.13185416928	2.1619732589
YEL021W	395.367938692	-0.475748608386	0.234479976502	-2.02895196205	0.0424631834244	0.0945424453746	-0.475748608386	2.59700144845
YEL022W	507.369786497	0.477776706938	0.209875038577	2.2764818064	0.0228171883131	0.0567143281527	0.477776706938	2.70532460173
YEL023C	91.411229478	-2.26512956811	0.348064627208	-6.50778444876	7.62672452189e-11	1.45981952468e-09	-2.26512956811	1.96099955023
YEL024W	247.263170933	1.31812967888	0.272592820641	4.8355260266	1.32793997309e-06	1.12791901464e-05	1.31812967888	2.39315943439
YEL025C	342.560498613	-0.7303795198	0.224550308052	-3.25263200989	0.00114341470053	0.0044019846403	-0.7303795198	2.53473728209
YEL026W	1377.88938228	1.03808266477	0.179562275243	5.78118462448	7.4176430506e-09	1.01824009149e-07	1.03808266477	3.13921435357
YEL028W	22.3992924948	-1.86561083368	0.543003689451	-3.43572404741	0.000590972588243	0.00251962901152	-1.86561083368	1.3502343009
YEL030W	81.9701346752	-1.0559041524	0.378496343816	-2.78973408766	0.00527513471335	0.0163954444264	-1.0559041524	1.91365564862
YEL031W	1297.73421962	0.935467010775	0.184889776484	5.0595929562	4.20152414915e-07	3.92431018467e-06	0.935467010775	3.11318575659
YEL033W	4022.11353893	1.64387776393	0.195749231568	8.39787594955	4.54627095866e-17	1.94594715994e-15	1.64387776393	3.60445432599
YEL034C-A	2344.82589416	1.74417269116	0.194877093277	8.95011651615	3.55107329522e-19	2.01079525342e-17	1.74417269116	3.37011060142
YEL034W	6084.63720335	3.34543824856	0.190228023828	17.5864637672	3.12798521187e-69	5.66790920391e-66	3.34543824856	3.78423468852
YEL036C	808.070432381	0.571713041477	0.206726078255	2.76555839642	0.00568254296713	0.0174521489092	0.571713041477	2.90744921605
YEL037C	839.398826996	0.428577570178	0.193570175347	2.21406820245	0.0268240876067	0.0650672647167	0.428577570178	2.92396835798
YEL040W	1851.54581496	0.579351486096	0.174178558806	3.32619290265	0.000880409754556	0.00355037642861	0.579351486096	3.26753446277
YEL044W	157.283573432	1.3195354342	0.294775191502	4.47641277909	7.59076580763e-06	5.34500037957e-05	1.3195354342	2.19668336763
YEL050W-A	18.2229179325	2.30523278679	0.610170364032	3.77801499823	0.000158083360651	0.00079348213158	2.30523278679	1.26061791932
YEL052W	337.368852518	-1.42868802824	0.232436767793	-6.14656640516	7.9178183112e-10	1.28481374148e-08	-1.42868802824	2.52810498399
YEL054C	4631.52896575	0.743014068456	0.185107084086	4.01396884471	5.97062307829e-05	0.000342727635202	0.743014068456	3.66572438449
YEL055C	726.263420234	0.440185838252	0.199958263364	2.20138858403	0.0277085264816	0.0669140603971	0.440185838252	2.86109417057
YEL058W	920.923816143	0.51469623431	0.187805133426	2.74058661188	0.00613296154775	0.0186042293379	0.51469623431	2.96422370447
YEL060C	650.474241907	0.608754727432	0.215550305278	2.82418865818	0.00474004751254	0.0150006737525	0.608754727432	2.81323010364
YEL063C	591.468002429	0.576965843731	0.210195331416	2.74490322808	0.00605287435488	0.0183818016722	0.576965843731	2.77193125489
YEL064C	98.4496116855	-1.52565122412	0.328609831838	-4.6427436927	3.43812752456e-06	2.62495241904e-05	-1.52565122412	1.99321400749
YEL065W	685.358918968	1.63803489144	0.287872125714	5.69014762154	1.26929591005e-08	1.66664071667e-07	1.63803489144	2.83591806887
YEL068C	28.996822988	-1.02965670228	0.490502530399	-2.09918734047	0.035800389529	0.0827075722396	-1.02965670228	1.4623504174
YEL071W	4682.54359462	-0.468352620947	0.178932498501	-2.61748215037	0.0088581121027	0.0257380693643	-0.468352620947	3.67048182936
YER001W	1516.9282164	1.77911336151	0.19449383907	9.14740214916	5.83190777056e-20	3.52247229342e-18	1.77911336151	3.18096502973
YER002W	268.663069169	1.10315049729	0.264168010578	4.17594278307	2.96754409698e-05	0.000183730862314	1.10315049729	2.42920797176
YER003C	1205.11093728	-0.579144051502	0.181242075215	-3.19541723861	0.00139628822303	0.00526733017377	-0.579144051502	3.08102702802
YER006W	1197.88353267	0.840414343332	0.18770160495	4.47739561713	7.55591510008e-06	5.32736115228e-05	0.840414343332	3.0784145947
YER008C	346.294508023	0.550044491771	0.251732708479	2.1850338603	0.0288863640008	0.0692966790417	0.550044491771	2.53944560401
YER010C	111.772028959	-2.07475765192	0.328329933879	-6.31912426444	2.6304969487e-10	4.61270368165e-09	-2.07475765192	2.0483331346
YER014W	197.061879366	-1.0043459184	0.291810032434	-3.4417799485	0.000577900150819	0.00247094564191	-1.0043459184	2.29460262031
YER019W	345.815146541	-0.700495601808	0.222414701645	-3.14950224346	0.00163548852828	0.00602634432554	-0.700495601808	2.53884401125
YER020W	344.323799459	-0.556088309065	0.218971764943	-2.53954343935	0.0110997260414	0.0310381228195	-0.556088309065	2.53696704192
YER021W	1142.55771343	-0.426369240277	0.202110491644	-2.10958489492	0.0348941265448	0.0809234095127	-0.426369240277	3.05787814659
YER024W	229.612304615	-0.50509703802	0.24523664275	-2.0596311887	0.0394338122621	0.0892803846135	-0.50509703802	2.36099515761
YER025W	1824.12062029	0.726508981821	0.18826498926	3.85897019236	0.000113865823283	0.000595740727014	0.726508981821	3.26105355274
YER026C	563.997670992	-0.997668190863	0.203315914432	-4.90698523846	9.24869909242e-07	8.0959626838e-06	-0.997668190863	2.75127731058
YER027C	418.269862481	-0.94650280216	0.229768057249	-4.11938375374	3.79887014866e-05	0.000229115512959	-0.94650280216	2.62145657357
YER028C	72.0143403948	-1.20122505769	0.356154031284	-3.37276838719	0.00074416521766	0.00307626016973	-1.20122505769	1.85741898718
YER029C	140.839522769	0.867764389216	0.356765946469	2.43230722496	0.015002975508	0.0400177501773	0.867764389216	2.14872454481
