	expression_lfc	efficiency_lfc	d_expression	d_efficiency
YKL027W	1.00041029876	0.273511567821	Increase	Increase
YKL028W	0.710473496363	-0.472615305396	Increase	Decrease
YKL029C	2.28996183786	-0.373498019736	Increase	Decrease
YKL031W	0.109251955869	0.307884786003	Increase	Increase
YKL033W	0.603036865027	0.568932209278	Increase	Increase
YKL033W-A	-0.0331595241497	-0.0657325598415	Decrease	Decrease
YKL034W	-0.393420460621	-0.402891062103	Decrease	Decrease
YKL035W	-1.30569895258	0.331561774784	Decrease	Increase
YKL037W	-0.0390363446044	3.44976639853	Decrease	Increase
YKL038W	-0.576785644412	1.15119271435	Decrease	Increase
YKL039W	-0.0347898165986	0.084325301501	Decrease	Increase
YKL040C	-0.565342976639	0.406989064802	Decrease	Increase
YKL041W	-0.284256680455	0.595002366512	Decrease	Increase
YKL042W	-0.154084010839	0.23780799377	Decrease	Increase
YKL043W	-0.925505185064	1.06105313158	Decrease	Increase
YKL044W	0.0577562095623	0.0304918188972	Increase	Increase
YKL045W	-0.0300866977818	1.0262715657	Decrease	Increase
YKL046C	0.379973625858	-0.181897808884	Increase	Decrease
YKL047W	0.0188900848501	-0.0370739781548	Increase	Decrease
YKL048C	0.424360263635	0.185159817225	Increase	Increase
YKL049C	0.297492662463	0.826728620045	Increase	Increase
YKL050C	1.16396419059	-0.809559284734	Increase	Decrease
YKL051W	-1.75309392244	1.80586689519	Decrease	Increase
YKL052C	-0.0106079516121	-0.513341302856	Decrease	Decrease
YKL053C-A	0.263162983723	1.95115936802	Increase	Increase
YKL054C	1.02003029016	-0.542784756697	Increase	Decrease
YKL055C	0.366880264259	0.435276125991	Increase	Increase
YKL056C	0.710813972074	-0.435430331039	Increase	Decrease
YKL057C	0.746235480776	-0.395773801331	Increase	Decrease
YKL058W	-0.928252712839	0.843935555989	Decrease	Increase
YKL059C	-0.330915026792	0.701260540304	Decrease	Increase
YKL060C	0.158275973333	-0.623647608287	Increase	Decrease
YKL061W	-0.938185381781	0.830104412946	Decrease	Increase
YKL062W	-0.530107049429	1.47021431572	Decrease	Increase
YKL063C	-0.0676477532975	-0.0375606784335	Decrease	Decrease
YKL064W	0.197720307466	0.0789434155215	Increase	Increase
YKL065C	-1.12582836851	0.305557610197	Decrease	Increase
YKL065W-A	-0.100530746874	0.96478862396	Decrease	Increase
YKL067W	-0.00518932049281	0.20625092507	Decrease	Increase
YKL068W	0.605412299064	-0.322145832667	Increase	Decrease
YKL069W	-0.260653541867	-0.804390700635	Decrease	Decrease
YKL070W	0.21684108255	3.18441312609	Increase	Increase
YKL071W	-0.705301652743	5.85977681506	Decrease	Increase
YKL072W	0.538092783857	-0.154337833885	Increase	Decrease
YKL073W	0.871300738717	-0.560536796144	Increase	Decrease
YKL074C	0.587705729955	-0.488755013116	Increase	Decrease
YKL075C	-0.599964522656	1.78961634728	Decrease	Increase
YKL077W	-0.271001478874	-0.157332560523	Decrease	Decrease
YKL078W	2.1875323143	-0.538082274661	Increase	Decrease
YKL079W	0.381502101611	0.310709019752	Increase	Increase
YKL080W	0.425024433755	-0.816773237164	Increase	Decrease
YKL081W	0.430158287013	-0.511901107072	Increase	Decrease
YKL082C	0.977131973457	0.153161050846	Increase	Increase
YKL084W	-3.03054949862	2.07397512619	Decrease	Increase
YKL085W	0.304282245393	-0.722590540647	Increase	Decrease
YKL086W	0.090849340503	0.439463410837	Increase	Increase
YKL087C	-0.636236581418	0.503260262931	Decrease	Increase
YKL088W	-0.0101714883457	0.167272012784	Decrease	Increase
YKL089W	0.23521514207	-0.281258130442	Increase	Decrease
YKL090W	0.269078113907	0.956543945685	Increase	Increase
YKL091C	-1.62069428627	0.378684929527	Decrease	Increase
YKL092C	-0.281816484088	0.0505966777054	Decrease	Increase
YKL093W	-0.701327680426	-1.60899175142	Decrease	Decrease
YKL094W	-0.010996193819	-0.52597071826	Decrease	Decrease
YKL095W	0.377350769543	0.0716576178554	Increase	Increase
YKL096W	0.257223178245	-0.259619568535	Increase	Decrease
YKL096W-A	-0.370139762855	-0.853927667341	Decrease	Decrease
YKL098W	0.148569466792	-0.392598022564	Increase	Decrease
YKL099C	0.68984707271	0.943311579937	Increase	Increase
YKL100C	-1.44860364417	-0.180647110625	Decrease	Decrease
YKL101W	1.18683921682	-1.49857050456	Increase	Decrease
YKL102C	-0.00761127529858	2.92938387281	Decrease	Increase
YKL103C	-1.7928550393	-0.386042443557	Decrease	Decrease
YKL104C	0.289516445995	0.0447699068807	Increase	Increase
YKL105C	0.464465013647	-0.335593115596	Increase	Decrease
YKL106C-A			No change	No change
YKL106W	0.697514791268	0.575602858983	Increase	Increase
YKL107W	1.82236285204	0.478108298031	Increase	Increase
YKL108W	0.0641883598907	0.617696242783	Increase	Increase
YKL109W	1.54499493211	-0.935970709079	Increase	Decrease
YKL110C	-0.24822663722	0.94255515166	Decrease	Increase
YKL112W	0.692837990834	-0.353627505042	Increase	Decrease
YKL113C	0.0804144814415	0.613814885097	Increase	Increase
YKL114C	-0.599633399044	-0.291767180695	Decrease	Decrease
YKL115C	0.0949121418583	2.16584286461	Increase	Increase
YKL116C	0.0106801802215	0.133373191087	Increase	Increase
YKL117W	0.0964895124595	-0.272535267986	Increase	Decrease
YKL118W	0.175697349345	-0.257710650616	Increase	Decrease
YKL119C	-0.138522169766	0.541682814667	Decrease	Increase
YKL120W	0.373075398332	1.49758841553	Increase	Increase
YKL121W	-1.01511021022	-0.938354855048	Decrease	Decrease
YKL122C	0.0635388642623	0.351701187012	Increase	Increase
YKL124W	-0.794453891145	0.246661187578	Decrease	Increase
YKL125W	0.902173889125	-0.404300318348	Increase	Decrease
YKL127W	0.178683555348	-0.931994670279	Increase	Decrease
YKL128C	-1.03266729617	-0.0774819719837	Decrease	Decrease
YKL129C	-0.901288604107	0.263484604508	Decrease	Increase
YKL130C	-0.587884335971	0.0774979718748	Decrease	Increase
YKL132C	-0.15508205763	2.19438114065	Decrease	Increase
YKL133C	-0.691742117948	0.419653751066	Decrease	Increase
YKL134C	0.202723257856	-0.387659683091	Increase	Decrease
YKL135C	0.376134567206	0.453496981677	Increase	Increase
YKL137W	-0.717197857259	-0.224352412425	Decrease	Decrease
YKL138C	0.10239793142	-0.190339830894	Increase	Decrease
YKL138C-A	0.321985222709	-2.39883445526	Increase	Decrease
YKL139W	0.479584932315	-0.239348681756	Increase	Decrease
YKL140W	-0.55645935659	-0.181582618799	Decrease	Decrease
YKL141W	-0.3045101042	0.407676788723	Decrease	Increase
YKL142W	-1.56812837581	0.183211633657	Decrease	Increase
YKL143W	1.02046454172	-0.371824697062	Increase	Decrease
YKL144C	0.47448098498	0.0289045625109	Increase	Increase
YKL145W	-0.0505608825959	0.0363892848806	Decrease	Increase
YKL146W	-0.0567161749846	-0.706107941073	Decrease	Decrease
YKL148C	-0.0784556923018	-0.417992271319	Decrease	Decrease
YKL149C	-0.175860420829	0.34951493318	Decrease	Increase
YKL150W	0.420470868041	0.809722728127	Increase	Increase
YKL151C	-0.265648274182	0.751808416369	Decrease	Increase
YKL152C	0.0397027702104	-0.403973694713	Increase	Decrease
YKL154W	1.67343554839	-1.07195074254	Increase	Decrease
YKL155C	0.154209643235	0.74427428618	Increase	Increase
YKL156W	-0.346214520001	0.0223511458038	Decrease	Increase
YKL157W	-0.174137729365	-0.992987399342	Decrease	Decrease
YKL159C	-0.023306081488	-0.37876285542	Decrease	Decrease
YKL160W	0.0123928012923	-0.305452890185	Increase	Decrease
YKL161C	-0.453253055646	2.01831033116	Decrease	Increase
YKL162C	-0.0360648380949	-1.8538658051	Decrease	Decrease
YKL163W	0.581473147163	2.2697731946	Increase	Increase
YKL164C	-0.251474083261	-1.05082806145	Decrease	Decrease
YKL165C	0.903232790983	-0.977637454515	Increase	Decrease
YKL165C-A	-0.444456875371	-0.0619552614114	Decrease	Decrease
YKL166C	0.605749105206	1.46064115074	Increase	Increase
YKL167C	-0.582047222315	0.42679625086	Decrease	Increase
YKL168C	-0.145151232969	0.759387905144	Decrease	Increase
YKL170W	-0.229855950095	-0.279821742875	Decrease	Decrease
YKL171W	-1.82676831671	0.832457052628	Decrease	Increase
YKL172W	1.738475441	-0.545571399431	Increase	Decrease
YKL173W	0.450923092974	-0.328532713508	Increase	Decrease
YKL174C	0.103129850724	-0.40454647981	Increase	Decrease
YKL175W	-0.209519524825	-0.428171658258	Decrease	Decrease
YKL176C	0.653985617637	-1.73410016771	Increase	Decrease
YKL178C	0.540159495927	-1.4955183836	Increase	Decrease
YKL179C	-0.311879373553	0.90412175898	Decrease	Increase
YKL180W	0.36787651621	-0.609767390451	Increase	Decrease
YKL181W	0.684214736857	-0.577122584763	Increase	Decrease
YKL182W	0.884128298406	-1.21516423217	Increase	Decrease
YKL183W	0.152860490527	0.261333244346	Increase	Increase
YKL184W	1.14393829903	-0.920589972069	Increase	Decrease
YKL185W	0.142356994502	-0.0875633249368	Increase	Decrease
YKL186C	0.326794816222	-0.0450830178272	Increase	Decrease
YKL187C	-0.519374273718	4.95136917483	Decrease	Increase
YKL188C	-2.49460621432	1.31968119813	Decrease	Increase
YKL189W	-1.08589394233	0.551294784144	Decrease	Increase
YKL190W	-0.209520504256	0.104656382225	Decrease	Increase
YKL191W	0.645202948733	0.223527529638	Increase	Increase
YKL192C	0.00578127216323	-0.272327598239	Increase	Decrease
YKL193C	-0.531992654072	0.72108913199	Decrease	Increase
YKL194C	-0.0240208974217	0.439011201632	Decrease	Increase
YKL195W	0.284378409534	-0.151048231847	Increase	Decrease
YKL196C	-0.183384455044	-0.187857506552	Decrease	Decrease
YKL197C	-0.419732975883	-1.34669987009	Decrease	Decrease
YKL198C	-0.287291877291	0.434038288593	Decrease	Increase
YKL201C	1.16390009547	1.62870100072	Increase	Increase
YKL203C	-0.194478312199	0.280027575564	Decrease	Increase
YKL204W	0.125212165862	0.0646531976645	Increase	Increase
YKL205W	1.02891874742	0.0611390570879	Increase	Increase
YKL206C	-0.206070466206	0.667945368602	Decrease	Increase
YKL207W	-0.375727032456	-0.26413974819	Decrease	Decrease
YKL208W	-0.434792147637	-0.367813733994	Decrease	Decrease
YKL209C	-0.737937622037	-2.09324588593	Decrease	Decrease
YKL210W	0.113721263978	-1.19966267696	Increase	Decrease
YKL211C	-0.0434344089396	-0.387198092392	Decrease	Decrease
YKL212W	0.431061961977	-0.629337526035	Increase	Decrease
YKL213C	-0.485710509106	0.114816886237	Decrease	Increase
YKL214C	-0.137036828758	0.904067652012	Decrease	Increase
YKL215C	-0.668223516176	-0.525178911743	Decrease	Decrease
YKL216W	-0.599996023827	-0.174705980792	Decrease	Decrease
YKL217W	-0.68337744334	-1.60922026594	Decrease	Decrease
YKL218C	-1.18262981002	-1.53351203029	Decrease	Decrease
YKL221W	-0.653651967202	-0.253571784946	Decrease	Decrease
YKL222C	0.399257588353	1.24877297062	Increase	Increase
YKL223W	-1.09349945334	3.67005638761	Decrease	Increase
YKR001C	0.152992931051	-0.842775387529	Increase	Decrease
YKR002W	-0.0869502866024	0.455678011555	Decrease	Increase
YKR003W	-1.34399183759	0.84970590909	Decrease	Increase
YKR004C	-1.22067671984	0.48310633215	Decrease	Increase
YKR005C	-1.32534974101	1.15376328079	Decrease	Increase
YKR006C	0.375187785845	-0.263653080858	Increase	Decrease
YKR007W	0.200708759051	0.151562625598	Increase	Increase
YKR008W	0.157933839763	-0.170258783242	Increase	Decrease
YKR009C	-1.36591420202	-1.68459008965	Decrease	Decrease
YKR010C	0.18230472782	0.543505425887	Increase	Increase
YKR011C	-0.261666829093	-0.635257933104	Decrease	Decrease
YKR012C	-0.559877953287	5.05371224582	Decrease	Increase
YKR013W	0.183179986953	-0.532061185995	Increase	Decrease
YKR014C	-0.904635134357	0.271118702223	Decrease	Increase
YKR015C	-1.49248703566	3.66663369011	Decrease	Increase
YKR016W	-0.153750641801	0.586296554052	Decrease	Increase
YKR017C	-0.679668966004	1.01177408299	Decrease	Increase
YKR018C	-0.232429197313	-0.210920077267	Decrease	Decrease
YKR019C	-0.0494459072386	0.759244882044	Decrease	Increase
YKR020W	-0.0329442047887	-0.0620123004756	Decrease	Decrease
YKR021W	0.20339795969	-0.316924436559	Increase	Decrease
YKR022C	0.0244389177427	-0.422770993188	Increase	Decrease
YKR023W	0.862382585337	-0.575787115804	Increase	Decrease
YKR024C	1.74203839783	-0.556318637628	Increase	Decrease
YKR025W	0.81642829687	-0.0595905630943	Increase	Decrease
YKR026C	-0.00272355967089	0.536222439321	Decrease	Increase
YKR027W	-0.541332172863	0.293840812698	Decrease	Increase
YKR029C	-0.124649423009	0.0841524222284	Decrease	Increase
YKR030W	-0.441849156422	0.256923601925	Decrease	Increase
YKR031C	0.399222491922	-0.980993703207	Increase	Decrease
YKR034W	-0.387701978008	0.308075079795	Decrease	Increase
YKR035W-A	0.16298522405	0.67889135139	Increase	Increase
YKR036C	0.359689774648	-0.867744813172	Increase	Decrease
YKR037C	0.551527151838	0.238228376007	Increase	Increase
YKR038C	-0.288961658447	-0.106552535302	Decrease	Decrease
YKR039W	-3.77571688045	0.173413295349	Decrease	Increase
YKR041W	0.030847731342	0.426853379318	Increase	Increase
YKR042W	0.0883243091526	-0.869625188729	Increase	Decrease
YKR043C	0.533345960459	-0.559152052193	Increase	Decrease
YKR044W	-0.765454525753	0.542515764085	Decrease	Increase
YKR045C	0.533695913805	0.181788382443	Increase	Increase
YKR046C	2.0625809613	0.616946195018	Increase	Increase
YKR048C	0.869006504592	-0.265479350656	Increase	Decrease
YKR049C	-0.879224449929	-0.321083095208	Decrease	Decrease
YKR050W	-0.806884689357	0.914782723539	Decrease	Increase
YKR051W	-0.901645939555	1.36634213085	Decrease	Increase
YKR052C	-1.08305662853	0.260329361403	Decrease	Increase
YKR053C	-3.41466424873	-1.42465909354	Decrease	Decrease
YKR054C	-0.891187940794	0.464823224415	Decrease	Increase
YKR055W	-0.671557369457	-0.0177270200359	Decrease	Decrease
YKR056W	0.723535461548	0.258245488356	Increase	Increase
YKR057W	0.44917213756	-0.739716789511	Increase	Decrease
YKR058W	-0.843676717545	1.58149295531	Decrease	Increase
YKR059W	0.751710424248	-0.600623809967	Increase	Decrease
YKR060W	1.23047097552	0.117227241002	Increase	Increase
YKR061W	-0.9836504518	0.808655544442	Decrease	Increase
YKR062W	-0.220851495091	0.317371741177	Decrease	Increase
YKR063C	-0.0765822812306	0.569954360178	Decrease	Increase
YKR064W	0.0778507949739	0.0953837127674	Increase	Increase
YKR065C	0.155815253563	-0.434967837721	Increase	Decrease
YKR066C	-0.830775426043	-0.480920556948	Decrease	Decrease
YKR067W	-0.792535331102	-0.275074840835	Decrease	Decrease
YKR068C	-0.464983502677	-0.173346135511	Decrease	Decrease
YKR069W	-0.860669465444	-1.00997949946	Decrease	Decrease
YKR070W	-0.192540424632	0.402126933742	Decrease	Increase
YKR071C	-0.292431490417	0.262083379818	Decrease	Increase
YKR072C	-0.0459552740113	0.318421373226	Decrease	Increase
YKR073C	-0.0100376213107	-0.172278568699	Decrease	Decrease
YKR074W	-0.646550571345	0.234065876743	Decrease	Increase
YKR075C	1.52640635526	0.153859200793	Increase	Increase
YKR076W	-1.19678552562	0.427764704182	Decrease	Increase
YKR077W	-0.194749943294	-0.126048319839	Decrease	Decrease
YKR078W	-0.0947573578595	-0.152735104025	Decrease	Decrease
YKR079C	1.00318697227	-0.698401185485	Increase	Decrease
YKR080W	1.61024629635	-0.855759627265	Increase	Decrease
YKR081C	1.33224748796	-0.352426053574	Increase	Decrease
YKR082W	0.806929305073	-0.568174620901	Increase	Decrease
YKR083C	-0.646816265106	-0.2737915691	Decrease	Decrease
YKR084C	0.0184935560295	-0.690981738366	Increase	Decrease
YKR085C	0.055452136004	0.479371167994	Increase	Increase
YKR086W	-0.254514391581	0.725840742765	Decrease	Increase
YKR087C	-0.668287037173	-0.0424497630897	Decrease	Decrease
YKR088C	-0.579271295099	0.231245425682	Decrease	Increase
YKR089C	-0.170655672064	-0.458350572578	Decrease	Decrease
YKR090W	0.452407610182	-0.206763178676	Increase	Decrease
YKR091W	-0.0339633654261	1.29199575868	Decrease	Increase
YKR092C	1.03850240992	-0.689904854053	Increase	Decrease
YKR093W	1.1881287524	-0.265977747223	Increase	Decrease
YKR094C	0.485552767055	-0.709484330408	Increase	Decrease
YKR095W	1.45804936395	-1.62198270144	Increase	Decrease
YKR095W-A	0.446378689328	0.251093501087	Increase	Increase
YKR096W	0.0925960936655	-0.494530245375	Increase	Decrease
YKR097W	0.375331763968	0.116389870867	Increase	Increase
YKR098C	0.00731642097125	0.12133317378	Increase	Increase
YKR099W	0.804077962414	-0.309221423428	Increase	Decrease
YKR100C	-0.624541002905	0.310946324485	Decrease	Increase
YKR101W	-0.17540296943	-0.58629004058	Decrease	Decrease
YKR105C	-4.31766915417	9.2578227616	Decrease	Increase
YLL001W	-0.128915030263	0.140175966876	Decrease	Increase
YLL002W	-0.0982195087114	0.499657804508	Decrease	Increase
YLL003W	-0.36461668671	-0.217137490714	Decrease	Decrease
YLL004W	0.446765956508	-0.753647192524	Increase	Decrease
YLL005C	-0.72029726072	1.36294158686	Decrease	Increase
YLL006W	-0.553173861218	-0.835261476807	Decrease	Decrease
YLL007C	-0.358240277304	0.416441662346	Decrease	Increase
YLL008W	1.28061688093	-0.484854929089	Increase	Decrease
YLL009C	1.44946643561	-1.43579543066	Increase	Decrease
YLL010C	-0.125919333831	0.165778273074	Decrease	Increase
YLL011W	1.12643178096	0.0312032822512	Increase	Increase
YLL012W	2.91451890911	-0.489310058677	Increase	Decrease
YLL013C	1.71469164582	-2.04196754045	Increase	Decrease
YLL014W	0.328930402063	-0.773851938932	Increase	Decrease
YLL015W	-0.0717761144272	-0.273566797537	Decrease	Decrease
YLL018C	0.653389963466	-0.294468621298	Increase	Decrease
YLL018C-A	-0.15441484054	1.01777740731	Decrease	Increase
YLL019C	1.78073281516	-4.32395294615	Increase	Decrease
YLL021W	1.27352360691	-1.86157224783	Increase	Decrease
YLL022C	0.0858139854664	-0.65232103262	Increase	Decrease
YLL023C	-0.414679040231	0.30929380732	Decrease	Increase
YLL024C	1.38805339104	-1.37005855285	Increase	Decrease
YLL026W	-0.608087330578	-0.579550761181	Decrease	Decrease
YLL027W	-0.354696507751	-0.321821033552	Decrease	Decrease
YLL028W	0.583075782571	0.226297423095	Increase	Increase
YLL029W	0.0200230821792	-0.495605681471	Increase	Decrease
YLL031C	-0.315006496866	0.0497048745964	Decrease	Increase
YLL032C	0.344403133297	-0.09530769432	Increase	Decrease
YLL033W	-0.181526560463	0.400477291725	Decrease	Increase
YLL034C	1.08615085884	-1.08673830164	Increase	Decrease
YLL035W	0.53539298408	-0.230494438507	Increase	Decrease
YLL036C	-0.210155053004	0.90631109076	Decrease	Increase
YLL038C	-0.0415992491258	-0.329989873619	Decrease	Decrease
YLL039C	-0.744469397879	0.507688975638	Decrease	Increase
YLL040C	-0.775685314415	0.131925897471	Decrease	Increase
YLL041C	-1.58082103928	1.14666163962	Decrease	Increase
YLL042C	0.419691095198	2.26201514623	Increase	Increase
YLL043W	0.0579791320713	0.0143666103145	Increase	Increase
YLL045C	0.514577251892	-0.062064863585	Increase	Decrease
YLL046C	-1.46184085142	2.67882862107	Decrease	Increase
YLL048C	-0.0423124968197	-0.516948606903	Decrease	Decrease
YLL049W	0.797012117919	-0.378246410388	Increase	Decrease
YLL050C	-0.312843313201	-0.27075429398	Decrease	Decrease
YLL051C	-0.523572066648	0.24558904013	Decrease	Increase
YLL054C	0.538449634896	-0.472893835118	Increase	Decrease
YLL055W	-2.03616621634	-1.21809926369	Decrease	Decrease
YLL056C	-0.344319604156	2.5775312648	Decrease	Increase
YLL057C	-0.869435178265	0.0295558247182	Decrease	Increase
YLL058W	-1.0112614431	0.556989735535	Decrease	Increase
YLL059C	-0.340726450571	2.785762892	Decrease	Increase
YLL060C	-1.81153274208	-1.22698093866	Decrease	Decrease
YLL061W	-0.0636589113743	-0.795378998581	Decrease	Decrease
YLL062C	0.267426577979	0.163917140529	Increase	Increase
YLR001C	-0.58135990757	-0.278140438206	Decrease	Decrease
YLR002C	1.28253849838	-0.331966046235	Increase	Decrease
YLR003C	1.04289800454	0.172408920816	Increase	Increase
YLR004C	-0.729626454402	-0.879184788999	Decrease	Decrease
YLR005W	-0.227319134765	0.102012827026	Decrease	Increase
YLR006C	0.538203312378	0.101202386432	Increase	Increase
YLR007W	0.54011489741	0.8759236434	Increase	Increase
YLR008C	0.0458847557867	0.082136789057	Increase	Increase
YLR009W	0.99794910313	-0.306584105894	Increase	Decrease
YLR010C	-0.863073929941	0.138031515615	Decrease	Increase
YLR011W	0.59611832171	0.149495056206	Increase	Increase
YLR012C	1.14779626147	-1.93269984867	Increase	Decrease
YLR013W	-0.117427190974	0.689875314775	Decrease	Increase
YLR014C	1.03138457448	-0.0933088098735	Increase	Decrease
YLR015W	0.199856600339	0.564077359407	Increase	Increase
YLR016C	0.016366190219	0.695594295053	Increase	Increase
YLR017W	0.607786225916	-0.115044658874	Increase	Decrease
YLR018C	0.580821479074	-0.426716520061	Increase	Decrease
YLR019W	-0.276437904146	0.079660525882	Decrease	Increase
YLR020C	0.0174098303699	0.0293261764961	Increase	Increase
YLR021W	-0.0060967597884	0.535995098396	Decrease	Increase
YLR022C	0.409485558096	0.643104935922	Increase	Increase
YLR023C	-0.133315270392	0.363162405107	Decrease	Increase
YLR024C	-0.108069433821	-0.508971220899	Decrease	Decrease
YLR025W	-0.23306719878	-0.0757622194798	Decrease	Decrease
YLR026C	-0.164583822276	0.241087374932	Decrease	Increase
YLR027C	-0.522513466523	-0.497576554331	Decrease	Decrease
YLR028C	-0.0837786775566	0.145604433457	Decrease	Increase
YLR029C	0.767676672172	-0.395765133479	Increase	Decrease
YLR030W	-0.859351355546	2.53651029079	Decrease	Increase
YLR032W	-0.429243009485	-0.0515822770162	Decrease	Decrease
YLR033W	0.251449007412	0.0232546530745	Increase	Increase
YLR034C	0.0997859088212	-0.324149202147	Increase	Decrease
YLR035C	-0.715121536101	0.328943223352	Decrease	Increase
YLR036C	-1.19384383134	-1.43340478335	Decrease	Decrease
YLR037C	-1.44371856766	0.793773129183	Decrease	Increase
YLR038C	1.26272044	-0.665841191664	Increase	Decrease
YLR039C	0.314230207823	-0.390128822085	Increase	Decrease
YLR040C	1.22385549886	0.363976226209	Increase	Increase
YLR042C	0.667049963327	-0.472107080313	Increase	Decrease
YLR043C	-0.79376580285	-0.161780518371	Decrease	Decrease
YLR044C	1.05061318711	-1.11583022846	Increase	Decrease
YLR045C	0.235299800937	-0.125553439159	Increase	Decrease
YLR046C	2.32332020855	4.31120311747	Increase	Increase
YLR047C	1.26969207552	-0.49935914034	Increase	Decrease
YLR048W	0.676395259318	-0.530947745013	Increase	Decrease
YLR049C	-1.05022004673	0.922704278863	Decrease	Increase
YLR050C	0.820837106463	0.142821443397	Increase	Increase
YLR051C	0.937203598431	-0.0281869802607	Increase	Decrease
YLR052W	-0.391274456578	-0.950641652445	Decrease	Decrease
YLR053C	-2.50699325025	2.10308234721	Decrease	Increase
YLR054C	-0.295730909761	-0.528518354872	Decrease	Decrease
YLR055C	-0.12031360039	0.293887423423	Decrease	Increase
YLR056W	0.198813592433	0.44500441243	Increase	Increase
YLR057W	0.419807619566	0.00229340579396	Increase	Increase
YLR058C	0.806828288031	-1.03395816819	Increase	Decrease
YLR059C	0.123078792261	-0.00828571659529	Increase	Decrease
YLR060W	0.804674699205	-0.645401862904	Increase	Decrease
YLR061W	0.612593093988	-1.098703494	Increase	Decrease
YLR063W	0.196621717391	0.0381297085338	Increase	Increase
YLR064W	0.00462845079891	0.130183699659	Increase	Increase
YLR065C	-0.12578668036	0.670380001599	Decrease	Increase
YLR066W	-0.212734702527	-0.144791990324	Decrease	Decrease
YLR067C	0.550491648873	1.41966776771	Increase	Increase
YLR068W	1.25739826348	1.72768316583	Increase	Increase
YLR069C	0.317446991781	0.18728101872	Increase	Increase
YLR070C	-1.46997002456	3.014916835	Decrease	Increase
YLR071C	0.438442186339	-0.15984400403	Increase	Decrease
YLR072W	-0.609387218574	-0.82997013488	Decrease	Decrease
YLR073C	-0.22588460432	0.949747416504	Decrease	Increase
YLR074C	0.911817735251	-0.485732888976	Increase	Decrease
YLR075W	0.679108029636	-0.390163218448	Increase	Decrease
YLR077W	-0.830285876358	1.20466728395	Decrease	Increase
YLR078C	-0.208518055232	0.0230805358364	Decrease	Increase
YLR079W	-0.346410138905	-0.355911040236	Decrease	Decrease
YLR080W	-1.04162084907	-1.36506468241	Decrease	Decrease
YLR081W	-0.624918260377	-0.22536832596	Decrease	Decrease
YLR082C	-0.262276808669	0.73245039296	Decrease	Increase
YLR083C	0.42417906577	-0.359171372943	Increase	Decrease
YLR084C	0.00514348511599	1.64434865164	Increase	Increase
YLR085C	-0.415338252585	0.14781021967	Decrease	Increase
YLR086W	0.348547964055	-0.37781144131	Increase	Decrease
YLR087C	-0.163885899382	0.367314080324	Decrease	Increase
YLR088W	0.00338865463364	-0.031796468203	Increase	Decrease
YLR089C	0.142330470484	0.225102741977	Increase	Increase
YLR090W	-0.068072975635	-0.651341575149	Decrease	Decrease
YLR091W	-1.00772413174	0.285168160635	Decrease	Increase
YLR092W	-1.53750967825	-0.594761215546	Decrease	Decrease
YLR093C	-0.52143846583	0.677891621311	Decrease	Increase
YLR094C	1.12071063131	0.229939208455	Increase	Increase
YLR095C	0.289458657358	-0.241932447357	Increase	Decrease
YLR096W	0.603486000009	-0.750219877144	Increase	Decrease
YLR097C	-1.74119799956	1.39318320719	Decrease	Increase
YLR098C	-0.613533235652	0.284566066002	Decrease	Increase
YLR099C	0.284341171756	1.19279096956	Increase	Increase
YLR099W-A	0.0588935814955	-1.67939137244	Increase	Decrease
YLR100W	0.134425950024	0.173548394613	Increase	Increase
YLR102C	-1.16968458671	0.538496246401	Decrease	Increase
YLR103C	0.605277138013	1.39396733206	Increase	Increase
YLR104W	0.536209642594	0.25303470683	Increase	Increase
YLR105C	1.14848697928	-0.348865067564	Increase	Decrease
YLR107W	-0.127865817435	-1.20437596925	Decrease	Decrease
YLR108C	-0.506790509576	0.447883646449	Decrease	Increase
YLR109W	0.105662174645	-0.363337677816	Increase	Decrease
YLR110C	0.490405316759	-0.932328963659	Increase	Decrease
YLR111W	-0.279235785188	1.05565025619	Decrease	Increase
YLR113W	-0.704535448138	-0.179645454239	Decrease	Decrease
YLR114C	0.0561134214418	-0.239738798954	Increase	Decrease
YLR115W	0.5256662907	-0.551221153606	Increase	Decrease
YLR116W	-0.807458782923	1.7282549101	Decrease	Increase
YLR117C	-0.302474822414	0.732347281973	Decrease	Increase
YLR118C	-0.348242072548	-0.476200742539	Decrease	Decrease
YLR119W	-0.527973473594	3.50691468756	Decrease	Increase
YLR120C	0.204132549308	-0.621122224775	Increase	Decrease
YLR120W-A			No change	No change
YLR121C	-0.868843325901	0.545438907484	Decrease	Increase
YLR122C	-0.341695174624	2.93283928003	Decrease	Increase
YLR124W	0.0869334429496	2.35367044424	Increase	Increase
YLR125W	-0.73595614889	3.33737918426	Decrease	Increase
YLR126C	-0.692461062538	-0.867915633928	Decrease	Decrease
YLR127C	-0.914999435482	0.555994842184	Decrease	Increase
YLR128W	-0.282958684372	0.596311188577	Decrease	Increase
YLR129W	1.26390812728	-0.142208385879	Increase	Decrease
YLR130C	-0.105975709615	-0.00592500164546	Decrease	Decrease
YLR131C	0.227382946482	-0.117762205921	Increase	Decrease
YLR132C	-0.556840416604	0.634555244433	Decrease	Increase
YLR133W	-0.514884270519	0.119607450656	Decrease	Increase
YLR134W	0.984465193924	-1.3969401397	Increase	Decrease
YLR135W	-0.739995848953	1.55075617795	Decrease	Increase
YLR136C	-0.755502062058	-0.0200533497452	Decrease	Decrease
